,work_id,nace,region_code,region,employee_points
0,118415099,11.070,03,Oslo,60
1,165189001,10.920,03,Oslo,54
2,205912967,10.130,02,Akershus (-2019),48
3,959013544,46.693,12,Hordaland (-2019),46
4,405013223,09.900,02,Akershus (-2019),88
5,185537475,11.060,03,Oslo,91
6,317355238,46.370,11,Rogaland,43
7,749395240,46.694,12,Hordaland (-2019),47
8,148079683,13.100,03,Oslo,50
9,872612507,46.390,11,Rogaland,55
10,021643602,46.710,12,Hordaland (-2019),61
11,257489826,45.191,11,Rogaland,24
12,686805791,11.010,03,Oslo,63
13,790482779,52.214,50,Trøndelag - Trööndelage,62
14,175391017,52.219,50,Trøndelag - Trööndelage,37
15,780329966,52.215,50,Trøndelag - Trööndelage,31
16,305813555,10.110,02,Akershus (-2019),33
17,916151156,11.050,03,Oslo,40
18,870563989,05.200,02,Akershus (-2019),28
19,454848206,45.192,11,Rogaland,32
20,102617174,46.491,12,Hordaland (-2019),38
21,243519839,52.216,50,Trøndelag - Trööndelage,41
22,770321479,50.101,50,Trøndelag - Trööndelage,38
23,522088674,10.120,02,Akershus (-2019),44
24,559023560,12.000,03,Oslo,45
25,897441765,46.381,11,Rogaland,30
26,100349779,47.911,15,Møre og Romsdal,25
27,592217183,74.101,18,Nordland,36
28,497024942,46.495,12,Hordaland (-2019),20
29,578925701,08.910,02,Akershus (-2019),31
30,122274873,09.109,02,Akershus (-2019),32
31,835565540,01.630,01,Østfold (-2019),36
32,841061546,10.840,03,Oslo,22
33,154784873,46.150,11,Rogaland,19
34,916387843,07.290,02,Akershus (-2019),26
35,205064707,24.520,06,Buskerud (-2019),23
36,629984690,10.720,03,Oslo,21
37,734304687,08.920,02,Akershus (-2019),40
38,460267591,46.210,11,Rogaland,19
39,958123834,46.691,12,Hordaland (-2019),19
40,460800583,24.540,06,Buskerud (-2019),35
41,884806924,11.020,03,Oslo,23
42,658081456,74.103,18,Nordland,24
43,797390163,47.914,15,Møre og Romsdal,16
44,117538250,46.432,12,Hordaland (-2019),17
45,509842386,01.000u,01,Østfold (-2019),23
46,668844605,50.203,50,Trøndelag - Trööndelage,19
47,693444195,27.400,07,Vestfold (-2019),25
48,643724433,46.620,12,Hordaland (-2019),25
49,511022705,23.990,06,Buskerud (-2019),24
50,233884603,46.360,11,Rogaland,21
51,843127252,47.913,15,Møre og Romsdal,29
52,690667377,11.030,03,Oslo,59
53,926068850,06.100,02,Akershus (-2019),35
54,012350387,81.291,19,Troms - Romsa (-2019),21
55,919983289,51.210,50,Trøndelag - Trööndelage,15
56,037986827,74.200,18,Nordland,23
57,269851362,74.102,18,Nordland,12
58,131755897,43.341,10,Vest-Agder (-2019),21
59,698953017,27.900,07,Vestfold (-2019),16
60,761282496,01.700,01,Østfold (-2019),41
61,313278671,17.230,04,Hedmark (-2019),34
62,290352061,01.280,01,Østfold (-2019),24
63,320138589,46.692,12,Hordaland (-2019),55
64,894541555,27.520,07,Vestfold (-2019),39
65,021566705,46.320,11,Rogaland,30
66,512156252,11.040,03,Oslo,39
67,437346193,47.912,15,Møre og Romsdal,22
68,220048623,23.140,05,Oppland (-2019),22
69,626919911,52.212,50,Trøndelag - Trööndelage,14
70,794106353,18.110,04,Hedmark (-2019),40
71,674870873,43.911,10,Vest-Agder (-2019),27
72,358445554,81.210,19,Troms - Romsa (-2019),32
73,790172728,01.640,01,Østfold (-2019),22
74,254857832,10.860,03,Oslo,28
75,738118183,30.120,08,Telemark (-2019),30
76,094118753,46.433,12,Hordaland (-2019),24
77,383798780,24.530,06,Buskerud (-2019),28
78,675961810,08.113,02,Akershus (-2019),27
79,667268288,13.910,03,Oslo,24
80,306011555,26.110,07,Vestfold (-2019),26
81,123759552,81.220,19,Troms - Romsa (-2019),16
82,677940193,06.200,02,Akershus (-2019),16
83,323127182,23.200,05,Oppland (-2019),36
84,380699995,52.213,50,Trøndelag - Trööndelage,28
85,023550369,47.730,15,Møre og Romsdal,26
86,458666741,46.349,11,Rogaland,31
87,801762989,81.299,19,Troms - Romsa (-2019),30
88,204544310,47.762,15,Møre og Romsdal,14
89,001250188,24.310,06,Buskerud (-2019),19
90,744755785,70.210,18,Nordland,18
91,139155863,71.121,18,Nordland,13
92,213565107,27.510,07,Vestfold (-2019),19
93,305189389,50.400,50,Trøndelag - Trööndelage,22
94,987908212,08.990,02,Akershus (-2019),63
95,037873790,46.389,11,Rogaland,36
96,910827685,10.730,03,Oslo,33
97,751063261,20.510,05,Oppland (-2019),26
98,594899526,30.300,08,Telemark (-2019),24
99,632574156,08.112,02,Akershus (-2019),21
100,431050834,26.510,07,Vestfold (-2019),13
101,412090576,52.211,50,Trøndelag - Trööndelage,31
102,030265761,47.524,14,Sogn og Fjordane (-2019),14
103,357803516,43.390,10,Vest-Agder (-2019),21
104,224548065,46.160,11,Rogaland,35
105,536222219,30.400,08,Telemark (-2019),18
106,911730081,42.210,10,Vest-Agder (-2019),13
107,529869311,46.640,12,Hordaland (-2019),14
108,621958801,35.140,09,Aust-Agder (-2019),23
109,026824146,01.430,01,Østfold (-2019),14
110,497829203,10.203,02,Akershus (-2019),10
111,929954926,13.300,03,Oslo,34
112,732390064,46.240,11,Rogaland,18
113,946236008,17.290,04,Hedmark (-2019),24
114,481447961,30.200,08,Telemark (-2019),16
115,508401631,14.310,04,Hedmark (-2019),11
116,102936076,10.890,03,Oslo,28
117,383902895,46.660,12,Hordaland (-2019),24
118,712881237,51.100,50,Trøndelag - Trööndelage,16
119,057640555,46.520,12,Hordaland (-2019),20
120,623834804,43.342,10,Vest-Agder (-2019),16
121,633684807,51.220,50,Trøndelag - Trööndelage,22
122,255876913,50.102,50,Trøndelag - Trööndelage,26
123,215732814,46.130,11,Rogaland,10
124,325876318,08.120,02,Akershus (-2019),23
125,396802990,46.330,11,Rogaland,20
126,879881782,23.190,05,Oppland (-2019),22
127,440160874,46.170,11,Rogaland,11
128,648775662,43.120,10,Vest-Agder (-2019),12
129,175504846,46.492,12,Hordaland (-2019),20
130,805471908,35.230,09,Aust-Agder (-2019),12
131,878060440,79.110,19,Troms - Romsa (-2019),9
132,998242625,47.531,14,Sogn og Fjordane (-2019),24
133,599690859,24.460,06,Buskerud (-2019),10
134,062016491,20.600,05,Oppland (-2019),11
135,858004792,46.510,12,Hordaland (-2019),20
136,454812142,28.990,08,Telemark (-2019),10
137,035490155,47.890,15,Møre og Romsdal,18
138,619890749,10.202,02,Akershus (-2019),23
139,676347801,07.100,02,Akershus (-2019),18
140,227690865,16.100,04,Hedmark (-2019),10
141,626757429,28.920,08,Telemark (-2019),20
142,704455499,01.290,01,Østfold (-2019),30
143,299138382,01.471,01,Østfold (-2019),14
144,241628580,24.510,06,Buskerud (-2019),28
145,486359004,77.390,19,Troms - Romsa (-2019),10
146,881002133,46.473,12,Hordaland (-2019),12
147,252007159,24.422,06,Buskerud (-2019),13
148,105588694,10.820,03,Oslo,18
149,024136571,46.650,12,Hordaland (-2019),28
150,259159088,46.230,11,Rogaland,17
